run_timestamp,market,quantity_nuts,storage_available,max_storage_days,today_predicted_price,best_net_price,best_sell_day,trend_7d_pct,revenue_sell_today_rs,revenue_best_rs,decision
20260225_135940,Hassan APMC,15000,True,20,23319.96,24101.59,Fri 27 Feb,-9.38,349799.38,361523.86,🤔 MARGINAL — Consider selling by Fri 27 Feb
